,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,year_of_construction,house_material_type,living_meters,kitchen_meters,phone,district,street,house_number,underground,residential_complex,unique_address,LAT_LON,underground_search,metro_address,LAT_LON_metro,metro_nearest,airport_nearest,center_distance
210,Синара–Девелопмент,developer,https://ekb.cian.ru/sale/flat/299473385/,Екатеринбург,sale,flat,24,25,1,35.8,8400000,2023,Монолитно-кирпичный,11.4,16.3,73432261704,Чкаловский, 8 Марта,204Г,Чкаловская,Botanika Green House,"Екатеринбург, 8 Марта,204Г","(56.796493491529, 60.607971595883)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",1214.1040941933657,13338.255844935797,4345.968369136032
211,САММЕТ,representative_developer,https://ekb.cian.ru/sale/flat/295800723/,Екатеринбург,sale,flat,4,32,1,37.8,8543170,2024,-1,13.803066617439637,6.676700226480707,73432261748,, Айвазовского,52,Чкаловская,Парк Столиц,"Екатеринбург, Айвазовского,52","(56.804259914195, 60.596662112418)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",874.9427115066578,14340.419935554495,3592.190427315882
212,АТОМ,developer,https://ekb.cian.ru/sale/flat/286803102/,Екатеринбург,sale,flat,3,29,1,54.31,8600000,2026,Монолитно-кирпичный,19.83186634902505,9.592899187835114,73432261667,Верх-Исетский,переулок Ударников,33,Площадь 1905 года,REPIN TOWERS,"Екатеринбург,переулок Ударников,33","(56.8245708136, 60.54734403293)",Станция метро Площадь 1905 года,"Екатеринбург,Станция метро Площадь 1905 года","('56.8360065', '60.599696')",3440.3697737762645,18064.16843703308,4101.636514010676
213,Первостроитель,developer,https://ekb.cian.ru/sale/flat/297114748/,Екатеринбург,sale,flat,1,24,1,41.9,8908000,2023,Монолитно-кирпичный,12.6,7.400892579088404,73432261789,Кировский, Мира,47/7,Геологическая,Проспект Мира. Компаунд,"Екатеринбург, Мира,47/7","(56.833271681853, 60.65788143617)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",3396.1307215505526,13307.635662567756,2840.590357380501
214,TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/298221134/,Екатеринбург,sale,flat,15,25,1,40.5,8968000,2023,Монолитно-кирпичный,14.1,16.1,73432261131,Чкаловский, 8 Марта,204Д,Чкаловская,Ботаника LIFE,"Екатеринбург, 8 Марта,204Д","(56.796060105225, 60.609919382543)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",1257.0454904607543,13210.02640000121,4389.911053965418
215,Гринвич,representative_developer,https://ekb.cian.ru/sale/flat/300989571/,Екатеринбург,sale,flat,4,17,1,45.0,9157500,2024,"Монолитно-кирпичный, монолитный",16.43222216361862,7.948452650572271,73432261883,Ленинский, Шаумяна,30,Чкаловская,Южные кварталы,"Екатеринбург, Шаумяна,30","(56.808618981587, 60.586276672203)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",1445.7935710865754,15127.201766985983,3364.205272206407
216,TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/300647828/,Екатеринбург,sale,flat,27,29,1,32.2,9657000,2024,Монолитно-кирпичный,10.9,5.68755945218727,73432261735,Центр, Азина,3.3,Динамо,Екатерининский парк,"Екатеринбург, Азина,3.3","(56.8547676245, 60.6145418045)",Станция метро Динамо,"Екатеринбург,Станция метро Динамо","('56.847786', '60.6015868')",1108.7079728134352,16863.181931421062,2156.5546862778383
217,Первостроитель,developer,https://ekb.cian.ru/sale/flat/297114620/,Екатеринбург,sale,flat,18,24,1,41.2,9681000,2023,Монолитно-кирпичный,12.0,15.8,73432261789,Кировский, Мира,47/7,Геологическая,Проспект Мира. Компаунд,"Екатеринбург, Мира,47/7","(56.833271681853, 60.65788143617)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",3396.1307215505526,13307.635662567756,2840.590357380501
218,Первостроитель,developer,https://ekb.cian.ru/sale/flat/290247818/,Екатеринбург,sale,flat,5,27,1,54.27,9811000,2025,Монолитно-кирпичный,14.4,9.58583389659016,73432261789,Кировский, Мира,47/6,Геологическая,Проспект Мира. Компаунд,"Екатеринбург, Мира,47/6","(56.833271681853, 60.65788143617)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",3396.1307215505526,13307.635662567756,2840.590357380501
219,АТОМ,developer,https://ekb.cian.ru/sale/flat/297722675/,Екатеринбург,sale,flat,26,26,1,70.43,10000000,2024,-1,25.71825348852576,12.440211559551225,73432261849,, Николая Кичигина,10/4,Чкаловская,NOVA park,"Екатеринбург, Николая Кичигина,10/4","(56.8376454, 60.5945261)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",3500.8157435533903,16478.48343083976,1065.120935666105
220,ACONS GROUP,developer,https://ekb.cian.ru/sale/flat/300378415/,Екатеринбург,sale,flat,7,30,1,50.5,11429000,2023,"Монолитно-кирпичный, монолитный",14.8,22.8,73432261672,, Машинная,1в/2,Чкаловская,Clever park,"Екатеринбург, Машинная,1в/2","(56.813509873724, 60.629363126375)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",1376.2214035304517,13162.632551394046,2677.36864426279
221,Первостроитель,developer,https://ekb.cian.ru/sale/flat/298748117/,Екатеринбург,sale,flat,10,10,1,53.7,11578000,2021,Монолитно-кирпичный,13.1,21.8,73432261789,Кировский, Мира,47к3,Геологическая,Проспект Мира. Компаунд,"Екатеринбург, Мира,47к3","(56.7884706, 60.5315681)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",6103.017983436464,17407.703839462683,7158.293059484267
222,Первостроитель,developer,https://ekb.cian.ru/sale/flat/283242682/,Екатеринбург,sale,flat,21,25,1,54.9,11758000,2022,Монолитно-кирпичный,14.0,22.5,73432261789,Кировский, Мира,47,Геологическая,Проспект Мира. Компаунд,"Екатеринбург, Мира,47","(56.833271681853, 60.65788143617)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",3396.1307215505526,13307.635662567756,2840.590357380501
223,ACONS GROUP,developer,https://ekb.cian.ru/sale/flat/299763458/,Екатеринбург,sale,flat,5,30,1,46.4,11969760,2023,"Монолитно-кирпичный, монолитный",12.9,20.1,73432261672,, Машинная,1в/2,Чкаловская,Clever park,"Екатеринбург, Машинная,1в/2","(56.813509873724, 60.629363126375)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",1376.2214035304517,13162.632551394046,2677.36864426279
224,ACONS GROUP,developer,https://ekb.cian.ru/sale/flat/299763505/,Екатеринбург,sale,flat,2,30,1,52.8,11974000,2023,"Монолитно-кирпичный, монолитный",17.3,22.8,73432261672,, Машинная,1в/2,Чкаловская,Clever park,"Екатеринбург, Машинная,1в/2","(56.813509873724, 60.629363126375)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",1376.2214035304517,13162.632551394046,2677.36864426279
225,ACONS GROUP,developer,https://ekb.cian.ru/sale/flat/299763489/,Екатеринбург,sale,flat,14,30,1,49.8,12109000,2023,"Монолитно-кирпичный, монолитный",14.2,18.1,73432261672,, Машинная,1в/2,Чкаловская,Clever park,"Екатеринбург, Машинная,1в/2","(56.813509873724, 60.629363126375)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",1376.2214035304517,13162.632551394046,2677.36864426279
